Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
8727   ChatGPT          0.0  29:10.79 13    3    913    483M  7184K 131M  8727  1     sleeping  0[5941]    0.00000 0.00000    501 903757    740    3977134    741256     3764634    8274932    4206066    694     3603     0.0   0      0      30     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8712   CSExattrCryptoSe 0.0  00:00.04 2     1    29     3024K 0B    2672K 8712  1     sleeping *0[10]      0.00000 0.00000    501 895       90     184        97         703        370        322        3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8711   QuickLookUIServi 0.0  00:00.54 3     1    158    5825K 0B    1504K 8711  1     sleeping  0[1085]    0.00000 0.00000    501 3496      155    6893       2802       17836      21228      8736       3       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8710   com.apple.appkit 0.0  00:04.39 3     1    306    36M   0B    19M   8710  1     sleeping *416[5]     0.00000 0.00000    501 20028     375    51233      23070      126714     81959      27332      53      20       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8681   keychainsharingm 0.0  00:00.26 2     1    44     2752K 0B    976K  8681  1     sleeping *0[327]     0.00000 0.00000    501 5720      106    873        870        11452      2375       3554       36      3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8636   com.apple.Safari 0.0  00:08.62 4     2    226    16M   0B    7552K 8636  1     sleeping *9809[5]    0.00000 0.00000    501 46842     295    121578     56643      219368     383101     141358     7       123      0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8630   MTLCompilerServi 0.0  00:00.05 2     1    34     10M   0B    10M   8630  1     sleeping *0[4]       0.00000 0.00000    501 1389      117    168        77         948        336        118        39      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8628   com.apple.Authen 0.0  00:01.79 4     2    269    23M   0B    13M   8628  1     sleeping *235[11]    0.00000 0.00000    501 7590      528    13736      4792       58956      38174      35219      106     81       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8624   ThemeWidgetContr 0.0  00:21.32 4     2    244    32M   0B    11M   8624  1     sleeping  0[17933]   0.00000 0.00000    501 41878     385    164908     71216      751232     590553     511611     36      2463     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8609   homeeventsd      0.0  00:00.40 2     1    57     4320K 0B    1984K 8609  1     sleeping *0[10]      0.00000 0.00000    501 7692      127    542        514        7929       1788       4952       191     6        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8563   MTLCompilerServi 0.0  00:08.86 2     1    40     31M   0B    30M   8563  1     sleeping *0[105]     0.00000 0.00000    501 33204     286    426        519        25985      1171       14380      307     2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8561   VSCodium Helper  0.0  01:30.04 23    1    114    74M   0B    55M   8538  8538  sleeping *0[16014]   0.00000 0.00000    501 489610    3364   233516     47714      2900574    1014653    1148018    148     27340    0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8560   MTLCompilerServi 0.0  00:17.23 2     1    42     30M   0B    20M   8560  1     sleeping *0[572]     0.00000 0.00000    501 54242     285    893        941        28961      2128       29092      2245    2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8559   PlugInLibrarySer 0.0  00:00.01 2     1    23     1936K 0B    1680K 8559  1     sleeping *0[1]       0.00000 0.00000    0   585       85     114        55         371        199        60         3       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
8540   VSCodium Helper  0.0  00:36.11 15    1    103    9697K 0B    3328K 8538  8538  sleeping *0[12219]   0.00000 0.00000    501 27826     102    114305     60837      760622     339145     321865     108     2431     0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8539   VSCodium Helper  0.0  01:48:13 17    2    197    131M  43M   31M   8538  8538  sleeping *1[3937]    0.00000 0.00000    501 10686120  159    77856389   30809752   79807473   281896589  87085243   577     245332   0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8538   VSCodium         0.0  01:53:26 45    3    626    256M  0B    115M  8538  1     sleeping *0[157053]  0.00000 0.00000    501 7893482   1816   115950850  25903393   60605296   297517761  67175277   1100    197178   0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8448   devicecheckd     0.0  00:06.64 2     1    231    4448K 0B    1264K 8448  1     sleeping *0[2146]    0.00000 0.00000    501 24880     117    24155      11931      238851     54717      51955      153     23       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8447   ndoagent         0.0  00:03.86 3     1    101    6241K 0B    1152K 8447  1     sleeping *1[9]       0.00000 0.00000    501 20411     161    4987       4795       112008     18914      56567      420     276      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8385   MTLCompilerServi 0.0  00:00.46 2     1    34     12M   0B    11M   8385  1     sleeping *0[22]      0.00000 0.00000    501 6778      117    209        340        1887       773        1340       3       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8384   MTLCompilerServi 0.0  00:00.71 2     1    34     14M   0B    14M   8384  1     sleeping *0[54]      0.00000 0.00000    501 8295      117    250        346        2327       808        1637       83      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8306   intelligencecont 0.0  00:12.09 2     1    93     9777K 0B    6416K 8306  1     sleeping *26[72]     0.00000 0.00000    501 65965     266    31704      40360      343821     94213      102089     408     31       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8279   mapssyncd        0.0  00:03.46 2     1    83     6560K 160K  1728K 8279  1     sleeping *0[339]     0.00000 0.00000    501 18937     120    3956       3426       81872      15470      27193      55      17       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
8278   PAH_Extension    0.0  00:17.97 3     1    256    7889K 0B    2512K 8278  1     sleeping  0[62612]   0.00000 0.00000    501 31618     169    172441     80499      369560     526575     214475     6       101      0.0   0      0      30     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
7293   adprivacyd       0.0  00:06.18 3     1    90     7520K 0B    4304K 7293  1     sleeping *0[450]     0.00000 0.00000    501 25514     158    6361       5853       165484     21377      71915      569     376      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
7170   MTLCompilerServi 0.0  00:00.06 2     1    34     10M   0B    10M   7170  1     sleeping *0[8]       0.00000 0.00000    501 1569      117    170        92         1105       353        121        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
7169   MTLCompilerServi 0.0  00:00.07 2     1    34     11M   0B    10M   7169  1     sleeping *0[12]      0.00000 0.00000    501 2043      117    178        98         1078       368        119        38      1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
6818   feedbackd        0.0  00:01.51 2     1    58     3344K 0B    1792K 6818  1     sleeping *1[1]       0.00000 0.00000    501 6025      117    106906     105888     55747      255002     51375      58      10       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
6499   CrashReporterSup 0.0  00:00.10 2     1    34     2080K 0B    1824K 6499  1     sleeping  0[0]       0.00000 0.00000    0   3407      90     337        393        2535       1235       1024       35      0        0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
6457   ManagedConfigura 0.0  00:00.10 2     1    33     3184K 0B    2848K 6457  1     sleeping  0[0]       0.00000 0.00000    277 957       105    164        64         622        310        931        17      0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6456   ManagementTestSu 0.0  00:00.10 2     1    30     2800K 0B    2512K 6456  1     sleeping  0[0]       0.00000 0.00000    277 1905      97     169        326        977        672        1240       2       2        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6455   managedappdistri 0.0  00:10.92 2     1    216    7969K 0B    5456K 6455  1     sleeping *0[124]     0.00000 0.00000    0   54144     187    7051       9008       490418     39030      92469      1747    313      0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
6454   ManagedAppsSubsc 0.0  00:00.10 2     1    30     3120K 0B    2784K 6454  1     sleeping  0[0]       0.00000 0.00000    277 982       105    161        66         602        308        795        28      0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6453   systemmigrationd 0.0  00:07.06 2     1    117    27M   0B    24M   6453  1     sleeping *0[1]       0.00000 0.00000    0   307046    206    36147      21795      477942     64886      51104      7920    11       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
6442   MigrationSubscri 0.0  00:00.11 2     1    41     3632K 0B    3264K 6442  1     sleeping  0[0]       0.00000 0.00000    277 1093      113    171        67         643        328        982        7       0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6441   SoftwareUpdateSu 0.0  00:00.10 2     1    40     3488K 0B    3184K 6441  1     sleeping  0[0]       0.00000 0.00000    277 1970      111    181        330        980        701        1170       13      2        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6430   ManagedPreferenc 0.0  00:00.07 2     1    37     3248K 0B    2944K 6430  1     sleeping  0[0]       0.00000 0.00000    277 961       102    164        65         630        313        772        15      0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6423   DiskManagementSu 0.0  00:00.06 2     1    28     2912K 0B    2608K 6423  1     sleeping  0[0]       0.00000 0.00000    277 905       101    157        63         565        295        680        3       0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6422   MTLCompilerServi 0.0  00:16.43 2     1    32     22M   0B    13M   6422  1     sleeping *0[2248]    0.00000 0.00000    0   34815     115    3295       3038       47514      6843       40943      328     2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
6410   PasscodeSettings 0.0  00:00.08 2     1    28     2960K 0B    2656K 6410  1     sleeping  0[0]       0.00000 0.00000    277 911       101    157        64         569        295        863        8       0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6409   LegacyProfilesSu 0.0  00:00.09 2     1    27     2912K 0B    2608K 6409  1     sleeping  0[0]       0.00000 0.00000    277 905       101    157        63         570        295        571        5       0        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
6384   ScreenSharingSub 0.0  00:00.11 2     1    30     3472K 0B    3152K 6384  1     sleeping  0[0]       0.00000 0.00000    277 2070      111    185        328        1056       708        1377       18      2        0.0   0      0      0      _rmd                   N/A    N/A   N/A   N/A   N/A   N/A  
